,L,R,F,M,C
128,82.93333333333334,0.13333333333333333,66,102689,1.39722054
129,96.83333333333333,0.06666666666666667,52,105167,1.3569867919999998
130,37.06666666666667,1.2666666666666666,27,182561,0.780547269
131,113.6,0.03333333333333333,193,209912,0.6756097790000001
132,21.433333333333334,0.2,65,184730,0.764
133,23.966666666666665,1.9666666666666666,14,144708,0.97367319
134,54.13333333333333,0.36666666666666664,24,213058,0.658633893
135,42.3,0.5666666666666667,89,177556,0.787337009
136,70.33333333333333,0.26666666666666666,57,98104,1.42497258
137,53.3,0.4,101,140188,0.996902945
138,13.1,0.5333333333333333,19,155552,0.897522308
139,94.4,0.8,95,140931,0.988949912
140,73.0,0.23333333333333334,85,97855,1.423453171
141,113.8,0.7333333333333333,108,169746,0.8176859540000001
142,113.73333333333333,0.13333333333333333,64,97250,1.426656247
143,109.5,0.1,113,204853,0.6743815809999999
144,55.9,0.03333333333333333,31,95766,1.438600025
145,101.9,0.16666666666666666,79,129119,1.065611103
146,23.266666666666666,0.5666666666666667,109,163010,0.843554751
147,60.93333333333333,0.6,19,201613,0.681331859
148,58.7,0.8333333333333334,120,172352,0.7902875509999999
149,96.9,0.03333333333333333,45,116917,1.154155854
150,83.96666666666667,4.5,19,136374,0.9889101290000001
151,46.8,6.133333333333334,22,135717,0.993493225
152,51.833333333333336,0.5,80,105118,1.277942503
153,88.43333333333334,0.2,82,106666,1.255920537
154,44.36666666666667,0.4,90,179472,0.744693267
155,44.43333333333333,5.233333333333333,17,143287,0.9319913879999999
156,91.8,0.3,39,97116,1.3747245559999999
157,71.86666666666666,0.36666666666666664,102,102961,1.295748779
158,113.8,0.36666666666666664,90,158149,0.8431856670000001
159,111.83333333333333,0.23333333333333334,125,176585,0.75433474
160,86.96666666666667,0.7666666666666667,77,94142,1.414713624
161,113.36666666666666,0.2,79,157844,0.843179595
162,89.96666666666667,0.43333333333333335,116,165365,0.802227557
163,38.9,0.5,58,91515,1.448642081
164,93.6,0.26666666666666666,109,144321,0.914492693
165,94.03333333333333,0.3,180,182540,0.720028487
166,51.266666666666666,0.03333333333333333,103,218087,0.602317149
167,111.93333333333334,0.26666666666666666,107,155834,0.841613512
168,36.56666666666667,4.033333333333333,14,125796,1.040394289
169,50.266666666666666,0.06666666666666667,149,155588,0.836742487
170,31.0,1.6333333333333333,76,94185,1.3801774169999999
171,86.86666666666666,0.1,55,94577,1.3695237740000001
172,30.733333333333334,0.13333333333333333,80,92022,1.407186108
173,111.8,0.5333333333333333,40,139742,0.926317142
174,99.9,0.23333333333333334,142,183472,0.702883928
175,12.666666666666666,0.7666666666666667,14,126850,1.016463224
176,37.666666666666664,1.0,24,125340,1.026238631
177,35.13333333333333,0.6,13,126495,1.014545871
178,89.06666666666666,0.06666666666666667,85,151736,0.843447435
179,110.53333333333333,0.1,68,117537,1.085817147
180,109.56666666666666,0.26666666666666666,116,161730,0.786706177
181,24.033333333333335,0.06666666666666667,123,89350,1.419099832
182,85.1,0.5666666666666667,47,91018,1.389867279
183,44.36666666666667,3.1666666666666665,14,123662,1.022610665
184,94.7,3.566666666666667,49,90602,1.394936204
185,107.66666666666667,0.06666666666666667,86,157799,0.799002655
186,74.43333333333334,0.36666666666666664,60,106278,1.182681834
187,105.73333333333333,0.13333333333333333,110,166843,0.7509068409999999
188,44.3,5.966666666666667,15,183480,0.681333333
189,109.93333333333334,0.06666666666666667,67,119347,1.046676247
190,50.233333333333334,0.03333333333333333,51,99034,1.259950118
191,47.13333333333333,2.3,74,96520,1.289827497
192,43.0,0.9,12,121632,1.023333333
193,53.7,0.2,59,85171,1.461263576
194,55.9,0.6,120,176951,0.701123814
195,67.86666666666666,0.1,60,88428,1.40060309
196,95.2,0.03333333333333333,57,90553,1.3667442269999999
197,27.8,1.9,43,195034,0.631640227
198,72.36666666666666,0.06666666666666667,113,151060,0.81511929
199,108.53333333333333,0.7666666666666667,42,165589,0.743348652
200,108.66666666666667,0.5333333333333333,58,94554,1.299097235
201,103.06666666666666,1.0,16,184227,0.66544855
202,113.83333333333333,0.6,122,180074,0.68017726
203,107.6,0.2,72,91164,1.343311285
204,53.3,0.3333333333333333,113,121394,1.008554047
205,105.43333333333334,0.06666666666666667,77,157206,0.7772353470000001
206,64.46666666666667,0.3333333333333333,57,91658,1.332451177
207,27.233333333333334,0.43333333333333335,16,115401,1.057235119
208,59.6,0.3,77,151637,0.803643702
209,111.9,0.1,88,117157,1.039534044
210,83.33333333333333,1.7,13,137604,0.884236795
211,107.9,0.1,124,113615,1.0701947809999999
212,101.86666666666666,1.0333333333333334,69,147549,0.823818121
213,74.16666666666667,0.03333333333333333,66,86430,1.406350341
214,40.53333333333333,3.4,26,178921,0.6793056709999999
215,56.766666666666666,0.13333333333333333,59,94946,1.273062688
216,83.06666666666666,0.03333333333333333,125,189177,0.6379945770000001
217,61.43333333333333,0.36666666666666664,97,171544,0.701652637
218,99.56666666666666,0.1,57,144505,0.832500467
219,39.4,0.16666666666666666,64,262290,0.457967364
220,112.8,3.8,49,88903,1.3509114430000002
221,79.56666666666666,0.06666666666666667,58,84353,1.423312271
222,109.36666666666666,0.16666666666666666,136,145540,0.82433441
223,40.0,0.13333333333333333,68,148879,0.8048453440000001
224,74.66666666666667,0.13333333333333333,71,180226,0.664729007
225,90.23333333333333,0.5333333333333333,116,130636,0.9163108940000001
226,83.3,0.03333333333333333,110,172640,0.6930268190000001
227,69.3,0.4,105,145253,0.823284201
228,61.8,0.7,52,83356,1.433468257
229,107.0,0.1,106,167199,0.714441235
230,109.0,5.933333333333334,11,112128,1.065035317
231,47.766666666666666,0.43333333333333335,59,92635,1.2839906079999999
232,77.13333333333334,0.6,59,145433,0.817583423
233,99.86666666666666,0.8666666666666667,83,94441,1.2547285609999999
234,23.066666666666666,10.566666666666666,10,122320,0.966
235,67.93333333333334,0.03333333333333333,116,136228,0.8661216490000001
236,108.93333333333334,0.06666666666666667,95,138873,0.849043083
237,31.8,0.2,79,151183,0.7788971640000001
238,97.5,0.23333333333333334,76,86061,1.367977249
239,81.73333333333333,0.03333333333333333,100,91727,1.282347182
240,113.93333333333334,0.03333333333333333,107,165304,0.7108682190000001
241,99.3,9.666666666666666,25,109336,1.074683178
242,70.96666666666667,0.43333333333333335,114,151625,0.774562836
243,49.4,0.3,57,84080,1.3949203140000002
244,87.93333333333334,0.7333333333333333,76,119514,0.98076627
245,17.666666666666668,3.3,11,111496,1.05
246,97.03333333333333,1.0,43,94144,1.240551283
247,37.766666666666666,0.7333333333333333,20,148827,0.7845195429999999
248,82.63333333333334,1.0666666666666667,53,85000,1.373478
249,104.16666666666667,0.13333333333333333,56,82981,1.403768453
250,30.5,0.06666666666666667,84,140535,0.827823318
251,73.56666666666666,0.2,111,141864,0.819703519
252,34.53333333333333,0.6,109,126167,0.921339098
253,98.36666666666666,0.16666666666666666,60,98083,1.175007596
254,44.833333333333336,0.1,61,161499,0.713012031
255,68.03333333333333,0.3,43,93447,1.231469603
256,89.03333333333333,0.16666666666666666,149,157683,0.724336929
257,41.93333333333333,0.13333333333333333,43,111807,1.020765158
258,47.86666666666667,2.7666666666666666,56,114358,0.9958276640000001
259,101.93333333333334,0.1,94,109142,1.0409337379999999
260,104.5,0.43333333333333335,84,139338,0.811427392
261,20.633333333333333,0.3,16,107047,1.051401627
262,99.6,0.5666666666666667,128,131315,0.856878118
263,90.43333333333334,0.06666666666666667,124,130776,0.8600265340000001
264,38.6,0.13333333333333333,111,130622,0.8591966129999999
265,57.53333333333333,0.03333333333333333,77,134838,0.832180765
266,97.33333333333333,0.7333333333333333,42,77936,1.4360421369999998
267,53.666666666666664,0.03333333333333333,124,160524,0.695089955
268,32.666666666666664,0.2,19,96503,1.156085303
269,43.7,1.5,53,134627,0.828407972
270,34.46666666666667,0.03333333333333333,61,83245,1.337276713
271,52.333333333333336,0.03333333333333333,17,105377,1.0563960829999999
272,31.533333333333335,0.13333333333333333,48,119036,0.9347252090000001
273,90.86666666666666,0.7333333333333333,26,94249,1.178456641
274,98.06666666666666,1.0333333333333334,43,79426,1.3955870869999998
275,56.56666666666667,2.033333333333333,87,115134,0.962306964
276,46.96666666666667,0.03333333333333333,114,124499,0.889901525
277,50.03333333333333,0.6666666666666666,54,75651,1.462917873
278,52.43333333333333,0.6666666666666666,68,163454,0.676618926
279,79.2,0.2,112,134757,0.82046172
280,66.53333333333333,0.43333333333333335,73,163958,0.6731207379999999
281,82.8,1.2666666666666666,49,80641,1.3682818909999999
282,19.533333333333335,0.06666666666666667,40,127004,0.868515165
283,110.06666666666666,0.16666666666666666,82,135413,0.81353969
284,63.3,0.03333333333333333,154,129582,0.8481413309999999
285,101.86666666666666,0.43333333333333335,58,145294,0.7557019559999999
286,68.56666666666666,0.06666666666666667,52,97731,1.120337764
287,41.233333333333334,0.26666666666666666,43,78765,1.388142957
288,62.53333333333333,0.13333333333333333,105,138593,0.7888733920000001
289,100.06666666666666,0.13333333333333333,97,116461,0.93836632
290,46.36666666666667,3.7333333333333334,17,121870,0.896000164
291,49.8,1.9666666666666666,32,77106,1.416159832
292,46.666666666666664,0.16666666666666666,37,119320,0.9142707840000001
293,97.4,0.16666666666666666,86,159612,0.682643911
294,24.8,0.43333333333333335,62,139995,0.778110575
295,40.03333333333333,0.36666666666666664,67,127081,0.856602875
296,94.4,0.26666666666666666,84,129836,0.837625235
297,63.36666666666667,0.26666666666666666,117,132853,0.8163014759999999
298,58.5,0.06666666666666667,122,129272,0.837572715
299,96.26666666666667,0.8,87,131029,0.82610529
300,63.2,0.06666666666666667,73,75413,1.4347562090000001
301,104.16666666666667,0.26666666666666666,97,113939,0.949395993
302,49.9,0.16666666666666666,93,150612,0.7180637
303,49.9,0.26666666666666666,83,134621,0.8017396990000001
304,43.1,0.36666666666666664,105,145865,0.7375951740000001
305,76.16666666666667,1.8666666666666667,27,164336,0.654476682
306,100.73333333333333,1.0333333333333334,24,110964,0.968107765
307,97.2,0.06666666666666667,137,122439,0.874927107
308,19.166666666666668,0.7333333333333333,57,90144,1.187537496
309,52.56666666666667,0.23333333333333334,50,89115,1.201031476
310,34.63333333333333,0.26666666666666666,45,139898,0.765013009
311,29.866666666666667,0.03333333333333333,109,122024,0.877036239
312,52.233333333333334,0.6,46,80830,1.32374168
313,69.26666666666667,0.5666666666666667,77,139876,0.763144213
314,91.26666666666667,0.16666666666666666,60,154736,0.689844509
315,21.9,0.2,66,151383,0.705022823
316,85.13333333333334,0.13333333333333333,77,144030,0.74088551
317,98.3,0.5333333333333333,77,80208,1.3258335829999999
318,41.9,0.43333333333333335,28,77108,1.3789923219999998
319,35.266666666666666,3.7666666666666666,34,143761,0.739229694
320,82.83333333333333,0.3,62,141413,0.751386294
321,47.7,1.1333333333333333,53,73717,1.440717609
322,30.833333333333332,0.13333333333333333,37,72741,1.4590118369999998
323,86.86666666666666,2.1666666666666665,94,126174,0.839762709
324,82.5,0.3333333333333333,48,74411,1.4236073969999998
325,44.733333333333334,0.16666666666666666,52,73647,1.4306748409999999
326,35.166666666666664,0.03333333333333333,52,135689,0.776371777
327,102.36666666666666,1.1,59,127314,0.827179729
328,74.16666666666667,0.3,72,149171,0.705943112
329,71.4,0.43333333333333335,47,76753,1.37078264
330,113.83333333333333,0.3,107,169750,0.619739087
331,33.13333333333333,0.7666666666666667,96,136246,0.7718554670000001
332,23.733333333333334,0.16666666666666666,132,151273,0.694012613
333,38.9,0.06666666666666667,168,130985,0.8006591590000001
334,28.233333333333334,0.5666666666666667,49,125237,0.837061811
335,113.53333333333333,4.533333333333333,12,103960,1.00799115
336,89.06666666666666,0.43333333333333335,36,109695,0.9543194309999999
337,96.63333333333334,2.566666666666667,21,137610,0.7606666670000001
338,63.3,0.8,60,137654,0.760252081
339,113.73333333333333,1.1,84,117382,0.8915401
340,97.3,0.23333333333333334,59,97219,1.075326325
341,96.86666666666666,0.03333333333333333,118,139566,0.746258043
342,68.3,0.9,49,78417,1.327684941
343,19.333333333333332,0.13333333333333333,74,113789,0.91433425
344,28.066666666666666,0.23333333333333334,64,139827,0.7440065220000001
345,80.9,0.6333333333333333,47,71121,1.461826465
346,90.0,0.03333333333333333,46,71012,1.462023883
347,83.26666666666667,0.23333333333333334,115,115562,0.8967864
348,42.53333333333333,0.43333333333333335,28,72232,1.4345135119999999
349,45.833333333333336,11.7,12,100421,1.029644795
350,93.6,0.26666666666666666,65,93221,1.1075239479999999
351,52.333333333333336,2.2,24,183418,0.562442563
352,68.7,0.13333333333333333,50,135574,0.7601155829999999
353,84.4,0.16666666666666666,98,141053,0.728867305
354,104.33333333333333,0.03333333333333333,46,73338,1.3989986090000002
355,58.266666666666666,0.5666666666666667,61,114031,0.899280547
356,29.066666666666666,2.8,28,82659,1.238878525
357,26.833333333333332,2.2666666666666666,28,73852,1.3861765419999998
358,17.833333333333332,0.5,17,104641,0.978310605
359,95.8,0.03333333333333333,51,72274,1.416135816
360,74.23333333333333,0.5333333333333333,85,104969,0.974864579
361,99.56666666666666,0.06666666666666667,128,147767,0.69244581
362,18.966666666666665,0.4666666666666667,23,157186,0.6506196479999999
363,74.56666666666666,0.06666666666666667,78,121231,0.84343724
364,63.7,0.03333333333333333,67,135439,0.754458243
365,105.13333333333334,0.03333333333333333,96,131739,0.775295546
366,36.43333333333333,0.6666666666666666,118,143796,0.7100688479999999
367,20.8,1.6,86,128754,0.792415925
368,25.833333333333332,0.16666666666666666,36,124032,0.82250645
369,57.8,2.7666666666666666,10,99312,1.025894957
370,91.7,0.03333333333333333,34,70486,1.4433162609999999
371,93.66666666666667,0.06666666666666667,23,74910,1.357742091
372,87.16666666666667,0.16666666666666666,76,138952,0.7315326879999999
373,51.86666666666667,0.6333333333333333,45,145724,0.696498655
374,105.0,0.6,111,145458,0.697522309
375,96.93333333333334,0.8333333333333334,47,82382,1.230913428
376,99.4,0.03333333333333333,84,75766,1.337146213
377,109.7,0.03333333333333333,134,116627,0.8674246959999999
378,97.53333333333333,0.1,46,130782,0.7711733270000001
379,114.56666666666666,0.2,96,135009,0.746628299
380,39.43333333333333,3.1333333333333333,16,107690,0.936013465
381,106.8,0.36666666666666664,83,133367,0.7554607959999999
382,104.36666666666666,0.1,93,109943,0.91579564
383,33.46666666666667,0.2,13,159016,0.632307692
384,17.8,0.06666666666666667,36,113253,0.886428351
385,96.46666666666667,0.36666666666666664,73,123568,0.810458452
386,26.9,0.03333333333333333,98,76759,1.3033094490000001
387,96.23333333333333,0.1,116,140571,0.7104835279999999
388,108.7,0.5666666666666667,61,81113,1.230116011
389,45.03333333333333,0.43333333333333335,85,70965,1.401901923
390,83.7,0.3333333333333333,48,68459,1.453157218
391,78.56666666666666,0.2,104,137698,0.7217528940000001
392,95.76666666666667,0.4,57,84129,1.179321043
393,96.96666666666667,0.3,43,130985,0.757415506
394,37.666666666666664,0.4,101,117880,0.841051069
395,78.13333333333334,0.06666666666666667,69,141164,0.7021256840000001
396,78.1,0.16666666666666666,71,70069,1.413737887
397,63.666666666666664,0.16666666666666666,124,118049,0.837548052
398,77.56666666666666,0.6,86,89195,1.10819519
399,82.46666666666667,0.4,82,120536,0.8186665390000001
400,37.333333333333336,0.03333333333333333,122,137879,0.7144708040000001
401,22.233333333333334,0.6666666666666666,18,136876,0.718332944
402,111.26666666666667,0.7333333333333333,39,70792,1.3874498530000001
403,45.63333333333333,0.13333333333333333,83,112709,0.870657357
404,83.0,0.03333333333333333,81,99888,0.982403492
405,67.16666666666667,1.1333333333333333,66,111545,0.8786453000000002
406,110.06666666666666,1.3666666666666667,46,71622,1.365195471
407,80.13333333333334,0.1,75,131146,0.745084105
408,111.63333333333334,2.6333333333333333,69,126180,0.7741921070000001
409,55.666666666666664,0.3333333333333333,45,68136,1.432941764
410,82.1,0.13333333333333333,36,66829,1.4604936480000001
411,113.53333333333333,0.03333333333333333,106,130691,0.7464892759999999
412,46.2,0.6333333333333333,64,66612,1.464381643
413,31.4,0.2,61,132797,0.7340983609999999
414,19.4,0.03333333333333333,67,123556,0.788739195
415,96.76666666666667,1.0,52,125190,0.778333174
416,36.86666666666667,0.43333333333333335,21,138363,0.704172358
417,30.833333333333332,0.3,100,116315,0.8364075999999999
418,73.36666666666666,0.03333333333333333,119,100147,0.9713272490000001
419,110.66666666666667,0.6666666666666666,79,74503,1.305487564
420,55.9,0.13333333333333333,101,118160,0.822947613
421,104.16666666666667,0.16666666666666666,116,129478,0.750052132
422,36.233333333333334,2.8333333333333335,42,74368,1.3036952720000001
423,109.26666666666667,0.1,82,126149,0.7679306220000001
424,103.23333333333333,0.36666666666666664,96,134194,0.72174598
425,68.03333333333333,0.36666666666666664,79,124218,0.779597965
426,97.86666666666666,0.13333333333333333,133,143216,0.675632052
427,62.1,0.5,73,134897,0.7170868140000001
428,97.5,0.03333333333333333,58,122349,0.7904340040000001
429,67.16666666666667,4.5,19,130168,0.7423071720000001
430,14.5,0.03333333333333333,62,76356,1.265360941
431,77.53333333333333,0.16666666666666666,46,67761,1.425841856
432,34.43333333333333,0.5333333333333333,38,66550,1.450518407
433,44.96666666666667,0.7666666666666667,65,112320,0.858959758
434,15.966666666666667,0.43333333333333335,15,99645,0.9681668920000001
435,46.8,0.06666666666666667,93,127824,0.754275019
436,66.26666666666667,0.2,13,147883,0.6511630820000001
437,77.0,0.13333333333333333,60,118514,0.811934708
438,42.766666666666666,0.06666666666666667,93,117159,0.82114127
439,28.566666666666666,0.5,83,134851,0.712543548
440,21.533333333333335,0.5333333333333333,44,108388,0.8862730190000001
441,104.2,0.26666666666666666,62,112125,0.855358305
442,41.233333333333334,0.06666666666666667,89,78410,1.221743017
443,110.6,0.06666666666666667,78,121245,0.789605839
444,84.66666666666667,0.8666666666666667,39,70142,1.3639718
445,55.333333333333336,0.4666666666666667,101,102834,0.9299381529999999
446,51.63333333333333,0.5666666666666667,44,65769,1.452790676
447,55.93333333333333,1.0666666666666667,31,69453,1.375394871
448,57.333333333333336,0.23333333333333334,75,122158,0.781846052
449,82.8,0.6,93,106705,0.894763601
450,48.666666666666664,0.6666666666666666,54,71496,1.33526505
451,103.8,0.6,73,76834,1.2420329540000001
452,109.36666666666666,0.06666666666666667,70,98334,0.969874916
453,73.63333333333334,0.4666666666666667,36,102876,0.9265317470000001
454,75.73333333333333,0.16666666666666666,45,67936,1.4012784090000001
455,66.4,0.4666666666666667,97,66431,1.4327861990000001
456,54.1,0.3333333333333333,107,132823,0.715139321
457,73.96666666666667,0.26666666666666666,123,111589,0.8507229209999999
458,32.266666666666666,0.9666666666666667,38,67361,1.408719882
459,84.6,0.43333333333333335,98,129338,0.7335678609999999
460,80.93333333333334,0.23333333333333334,33,65345,1.4518301319999998
461,65.63333333333334,0.2,39,68043,1.393603751
462,42.93333333333333,0.26666666666666666,72,73670,1.286411022
463,42.13333333333333,0.2,83,126476,0.7490311209999999
464,110.43333333333334,0.13333333333333333,66,121756,0.7776507109999999
465,73.16666666666667,1.2333333333333334,46,120983,0.78231049
466,114.2,0.3,65,102504,0.9232600679999999
467,83.9,0.16666666666666666,99,123899,0.763360156
468,61.63333333333333,0.13333333333333333,54,64453,1.463962112
469,85.86666666666666,0.5333333333333333,65,107397,0.8783021870000001
470,95.6,8.1,27,100143,0.941445133
471,62.8,0.7,36,72186,1.302530408
472,31.833333333333332,0.6666666666666666,61,71752,1.3061068679999999
473,89.93333333333334,1.0666666666666667,49,65717,1.425973949
474,70.46666666666667,0.1,46,71260,1.3145343809999999
475,74.03333333333333,0.2,103,125149,0.7469010540000001
476,82.63333333333334,2.433333333333333,52,76072,1.228696235
477,18.733333333333334,0.3,36,68799,1.35804096
478,57.166666666666664,0.4,37,66530,1.4023350369999998
479,102.36666666666666,0.4666666666666667,100,64900,1.4373
480,79.56666666666666,0.23333333333333334,51,87589,1.06409081
481,88.43333333333334,0.4,69,125139,0.742781227
482,21.433333333333334,0.26666666666666666,82,109233,0.8508076309999999
483,17.566666666666666,0.5666666666666667,13,95577,0.9717373429999999
484,37.666666666666664,0.8333333333333334,65,74458,1.246913025
485,23.733333333333334,0.16666666666666666,45,74389,1.247410235
486,86.33333333333333,0.06666666666666667,118,137477,0.67473221
487,71.8,0.36666666666666664,75,127816,0.7257207240000001
488,34.86666666666667,0.03333333333333333,56,117444,0.789488352
489,85.86666666666666,0.2,73,128233,0.720501275
490,42.03333333333333,0.5666666666666667,66,82682,1.1168940040000002
491,33.43333333333333,0.2,21,139888,0.660121097
492,69.3,0.13333333333333333,78,114244,0.8077245190000001
493,70.96666666666667,0.06666666666666667,90,122350,0.753979567
494,114.46666666666667,0.26666666666666666,80,120362,0.766244247
